Основы,Том 2,Раздел V,Трансцендентная природа Космических Качеств,Глава 1. Диссонационность Формо-Инфо-Творцов - основа образования Мироздания,2.5.1.1,Взаимосвязанность Уровней Самосознания. Формы сллоогрентности Энерго-Плазмы. Главная Цель Формо- и Инфо-Творцов. Причины диссонационности. Диссонационное расстояние. Дйюррууллсные режимы проявления Энерго-Информации,2.0001
Основы,Том 2,Раздел V,Трансцендентная природа Космических Качеств,Глава 1. Диссонационность Формо-Инфо-Творцов - основа образования Мироздания,2.5.1.2,"Любые субъективные Представления реально не существуют. Образование субъективной Фокусной Динамики Формо-Творцов. Перефокусировка из ""вне себя"" ""внутрь себя"" - квантовый эффект Самосознания",2.0006
Основы,Том 2,Раздел V,Трансцендентная природа Космических Качеств,Глава 1. Диссонационность Формо-Инфо-Творцов - основа образования Мироздания,2.5.1.3,"Трансгрессивно-интеграционное - Состояние Фокусов Самосознания. Мы пока условно гооврим о Самосознании во множественном числе. Резомиралы - это бездонный надмирный источник. Внутреннее и внешнее Пространство представляют собой соответственно Информации и Энергию, которые невозможно разделить. Наше Восприятие привязяно к биологии. Мироздание - проявление слоогрентной Энергии, в нём всё взаимосвязано.",2.0013
Основы,Том 2,Раздел V,Трансцендентная природа Космических Качеств,Глава 1. Диссонационность Формо-Инфо-Творцов - основа образования Мироздания,2.5.1.4,Иллюзия окружающей действительности вылепливается нами по образам из ОДС. Что такое собственная личность. Диссонационность - иллюзия проявления Пространства-Времени. Проявления протоформных Направлений развития.,2.0019
Основы,Том 2,Раздел V,Трансцендентная природа Космических Качеств,Глава 1. Диссонационность Формо-Инфо-Творцов - основа образования Мироздания,2.5.1.5,"Уровни мерности, их существование благодаря Импульс-Потенциалам. В уравновешенном состоянии Энерго-Плазмы нет ни верха ни низа, а только реальная возможность демонстрации завершенности Синтеза. Именно выборы а не слова определяют качественность творчества. ",2.0027
Основы,Том 2,Раздел V,Трансцендентная природа Космических Качеств,Глава 1. Диссонационность Формо-Инфо-Творцов - основа образования Мироздания,2.5.1.6,"Наши выводы всегда субъективны - это зеркала нашей Фокусной Динамики. Появление реального взаимопонимания. Сравнение субъективности Фокусной Динамики с настройкой микроскопа. В Ииссиидиологии рассматриваются только синтетические типы Фокусной Динамики Космических Сущностей, которые образуют диапазоны мерностей и ДПС, базирующиеся на ""превечном Космическом Существовании"" Надвселенских Сущностей. ",2.0032
Основы,Том 2,Раздел V,Трансцендентная природа Космических Качеств,Глава 2. Роль Чистых Космических Качеств в мерностном формировании всего разнообразия проявлений Диапазонов Плазменных Сил,2.5.2.1,Относительность Уровней мерности. Таинственные ДПС базируются на Нечто особенном - на Чистых Космических Качествах. Их Аспекты не являются Фокусами. ,2.0036
Основы,Том 2,Раздел V,Трансцендентная природа Космических Качеств,Глава 2. Роль Чистых Космических Качеств в мерностном формировании всего разнообразия проявлений Диапазонов Плазменных Сил,2.5.2.2,"Совокупность Вселенских ОО-УУ-Сущностей - это ЧКК. 12 разновидностей ОО-УУ. Ограниченность нашего восприятия двудоминантной Схемой. Четких границ между ЧКК не существует - диффузгентность, совместимость.",2.0041
Основы,Том 2,Раздел V,Трансцендентная природа Космических Качеств,Глава 2. Роль Чистых Космических Качеств в мерностном формировании всего разнообразия проявлений Диапазонов Плазменных Сил,2.5.2.3,"Коварллерртность и имперсептность проявляются в бесконечных мерностях, «Высший», «средний», «низший» - всё это результат разнокачественности. Представление о бесконечности.  ",2.0050
Основы,Том 2,Раздел V,Трансцендентная природа Космических Качеств,Глава 2. Роль Чистых Космических Качеств в мерностном формировании всего разнообразия проявлений Диапазонов Плазменных Сил,2.5.2.4,Индивидуальные особенности Восприятия автора. Условность 0 и 36 мерностей. Автор как хирург сделал надрез в районе пупка. Образование Представлений о ДПС. Аспекты Качеств - главная основа Фокусной Динамики. Поля-Сознания - обозначение ТОО-УУ из СВОО-УУ-Сущностей. От протоэлементарных до протоуниверсальных Полей-Сознаний,2.0056
Основы,Том 2,Раздел V,Трансцендентная природа Космических Качеств,Глава 2. Роль Чистых Космических Качеств в мерностном формировании всего разнообразия проявлений Диапазонов Плазменных Сил,2.5.2.5,Степень условной «совместимости» разных Качеств и Энергий. Между коварллертностью и лийллусцивностью нельзя проводить аналогии. Определение лийллусцивности. Пример протоформных проявлений страха.,2.0064
Основы,Том 2,Раздел V,Трансцендентная природа Космических Качеств,Глава 2. Роль Чистых Космических Качеств в мерностном формировании всего разнообразия проявлений Диапазонов Плазменных Сил,2.5.2.6,"Определение крувурсортности. Пример проявления любви. Две группы совместимых Качеств. Мы никогда не имеем дела с чистым проявлением Аспектов Качеств, всегда есть определенная степень синтезированности.",2.0073
Основы,Том 2,Раздел V,Трансцендентная природа Космических Качеств,Глава 2. Роль Чистых Космических Качеств в мерностном формировании всего разнообразия проявлений Диапазонов Плазменных Сил,2.5.2.7,Условия превышения Активности имперсептных Аспектов над коварллертными. Смежные Сферы Творчества разных Прото-Форм. Диффузгентность разных ККР. Режимы последовательной смены Формы Самосознания на протоформные. Понижение интеллектуальной активности людей. Избавление КС человечества от диффузгентности.,2.0079
Основы,Том 2,Раздел V,Трансцендентная природа Космических Качеств,Глава 2. Роль Чистых Космических Качеств в мерностном формировании всего разнообразия проявлений Диапазонов Плазменных Сил,2.5.2.8,"Разница между Качествами, синтезируемыми разными расами. Как люди разных рас находят общность - фоторедуксивные Поля-Сознания. Пространственно-временные фрактальности разных типов с-Реальностей и аттракторные склааргмы. ",2.0085
Основы,Том 2,Раздел V,Трансцендентная природа Космических Качеств,Глава 2. Роль Чистых Космических Качеств в мерностном формировании всего разнообразия проявлений Диапазонов Плазменных Сил,2.5.2.9,"Черные дыры и червоточины как аномальные зоны пространства. Механических перемещений быть не может, есть только распаковки Фокусной Динамики. Телепортация Форм Самосознаний.",2.0090
Основы,Том 2,Раздел V,Трансцендентная природа Космических Качеств,Глава 2. Роль Чистых Космических Качеств в мерностном формировании всего разнообразия проявлений Диапазонов Плазменных Сил,2.5.2.10,Эталонность ЧКК можно обнаружить в ОДС и ФЛК. Их сллоогрентность - это множество пазлов. Устремление пофрагментно собрать «картину» Мироздания  - это наше существование как Формо-Творцов.,2.0096
Основы,Том 2,Раздел V,Трансцендентная природа Космических Качеств,Глава 3. Взаимодействие Аспектов ЧКК и эффект проявления Пространства-Времени,2.5.3.1,"Формо-Творцов и их Энергию можно сравнить с эмульгатором информационных Потоков. Резомиральное состояние - это еще не Мироздание, необходимо наличие субъективной Фокусной Динамики, порождающей бирвуляртность. Вторичный резонанс между ФПВ и Фокусной Динамикой.",2.0102
Основы,Том 2,Раздел V,Трансцендентная природа Космических Качеств,Глава 3. Взаимодействие Аспектов ЧКК и эффект проявления Пространства-Времени,2.5.3.2,"Энерго-потенциал разных точек Энерго-Плазмы - неравномерность и образование ""эффекта проявления"", то есть Пространства-Времени. Чем меньше тензорность, тем больше Энеро-Потенциал у Фокусной Динамики. Образование Форм проявления, диапазонов Энерго-Плазмы, субъективное объединение в ОО-УУ или ЧКК.",2.0106
Основы,Том 2,Раздел V,Трансцендентная природа Космических Качеств,Глава 3. Взаимодействие Аспектов ЧКК и эффект проявления Пространства-Времени,2.5.3.3,"Специфические особенности трансформации ОО-УУ. Примеры несовместимости фрагментов: антонимы. Коварллертность - это не универсальная характеристика для всего Мироздания, которая применяется к Конфигурациям Форм в ПВК. ",2.0115
Основы,Том 2,Раздел V,Трансцендентная природа Космических Качеств,Глава 3. Взаимодействие Аспектов ЧКК и эффект проявления Пространства-Времени,2.5.3.4,"Доминанты ПВК. Возможности каких Форм Самосознаний больше в данном ПВК. Пример человечества Земли и остальных ее Форм. Механизм реализации Форм с другими доминантными ЧКК в человеческом ПВК, отличие выражения их мерности.",2.0119
Основы,Том 2,Раздел V,Трансцендентная природа Космических Качеств,Глава 3. Взаимодействие Аспектов ЧКК и эффект проявления Пространства-Времени,2.5.3.5,"Обмен СФУУРММ-Формами благодаря коварллертности разных ЧКК в одном ПВК. Пример с птицами. Качественности разных Форм несопоставимы, оценка невозможна",2.0129
Основы,Том 2,Раздел V,Трансцендентная природа Космических Качеств,Глава 4. ОО-УУ- ТОО-УУ- и СВОО-УУ-Сущности. Характеристики Чистых Космических Качеств,2.5.4.1,Интегральное проявления ОО-УУ-Сущности не имеет никаких пределов мерности. Её проявление через ТОО-УУ- и СВОО-УУ-Сущности. Моей Фокусной Динамике доступны только диапазоны от 0 до +-36 мерности. Короткое описание процессов в Первичной и Вторичной Энерго-Плазме.,2.0133
Основы,Том 2,Раздел V,Трансцендентная природа Космических Качеств,Глава 4. ОО-УУ- ТОО-УУ- и СВОО-УУ-Сущности. Характеристики Чистых Космических Качеств,2.5.4.2,Отличия ЧКК от ОО-УУ-Сущностей. В Энерго-Плазме есть только элементарные переносчики: Формо- и Инфо-Творцы. ОО-УУ-Сущности в чистом виде могут существовать только в несинтетическом типе Мироздания. Специфические признаки взаимодействия ОО-УУ в синтетических Формо-системах. Описание парного синтеза ЧКК. ,2.0137
Основы,Том 2,Раздел V,Трансцендентная природа Космических Качеств,Глава 4. ОО-УУ- ТОО-УУ- и СВОО-УУ-Сущности. Характеристики Чистых Космических Качеств,2.5.4.3,Все взаимодействия ОО-УУ-Сущностей являются промежуточными. Возможность абсолютной коварллертности Аспектов одного ЧКК. Проявление ТОО-УУ-Сущностей в какой-то мерности - это интенсивность взаимосвязей. Список названий 12 ЧКК.,2.0143
Основы,Том 2,Раздел V,Трансцендентная природа Космических Качеств,Глава 4. ОО-УУ- ТОО-УУ- и СВОО-УУ-Сущности. Характеристики Чистых Космических Качеств,2.5.4.4,Специфика восприятия разных Прото-Форм. Детальное описание всех ЧКК.  ЙИЮ-УЛЛУ-ЙИЮ. Электромагнитные поля. Взаимодействие Форм Самосознаний через фоторедуксивные поля. Сравнение с остальными 5(7) ЧКК АСТРО-Плазмы.,2.0149
Основы,Том 2,Раздел V,Трансцендентная природа Космических Качеств,Глава 4. ОО-УУ- ТОО-УУ- и СВОО-УУ-Сущности. Характеристики Чистых Космических Качеств,2.5.4.5,ВСЕ-Воля - ВСЕ-Разума (КРА-АГГА-АГГА). ,2.0168
Основы,Том 2,Раздел V,Трансцендентная природа Космических Качеств,Глава 4. ОО-УУ- ТОО-УУ- и СВОО-УУ-Сущности. Характеристики Чистых Космических Качеств,2.5.4.6,ВСЕ-Единство (ТТУТТВВУТТУ-ТТ-ВВУ). Схлопывание в более качественные Формы.,2.0180
Основы,Том 2,Раздел V,Трансцендентная природа Космических Качеств,Глава 4. ОО-УУ- ТОО-УУ- и СВОО-УУ-Сущности. Характеристики Чистых Космических Качеств,2.5.4.7,ВСЕ-Целостность (НЙЮЮИФФ-ФЛЛ-АА). ,2.0189
Основы,Том 2,Раздел V,Трансцендентная природа Космических Качеств,Глава 4. ОО-УУ- ТОО-УУ- и СВОО-УУ-Сущности. Характеристики Чистых Космических Качеств,2.5.4.8,ВСЕ-Устремлённость (УУРТММ-УУ-УУ). ,2.0190
Основы,Том 2,Раздел V,Трансцендентная природа Космических Качеств,Глава 4. ОО-УУ- ТОО-УУ- и СВОО-УУ-Сущности. Характеристики Чистых Космических Качеств,2.5.4.9,ВСЕ-Сущность-ВСЕ-Проницаемость (ОУЙЮУУЙЙЮ-ЙЮ-ЙЮ). ,2.0202
Основы,Том 2,Раздел V,Трансцендентная природа Космических Качеств,Глава 4. ОО-УУ- ТОО-УУ- и СВОО-УУ-Сущности. Характеристики Чистых Космических Качеств,2.5.4.10,ВСЕ-Знание-ВСЕ-Информированность (АССМААИЙЯАА-ССМ-АА). ВСЕ-Исходность-ВСЕ-Изначальность (ТТИИРТТММИИ-ИИ-ФФ). ВСЕ-Устойчивость-ВСЕ-Стабильность (НГЛУУИНГГ-ГН-ОО). ,2.0206
Основы,Том 2,Раздел V,Трансцендентная природа Космических Качеств,Глава 4. ОО-УУ- ТОО-УУ- и СВОО-УУ-Сущности. Характеристики Чистых Космических Качеств,2.5.4.11,ВСЕ-Мобильность-ВСЕ-Присутственность (ЛЛДУОЛЛДМУ-ЛЛ-ММ). ВСЕ-Обильность-ВСЕ-Наполненность (ХХВААТТФИИ-ФФ-ХВИИ) и ВСЕ-Пустотность-ВСЕ-Вакуумность (ПФФААРРГМИИ-ММ-ИИ). ,2.0215
